event_id,customer_id,product_id,stage,event_date
E00603,C329,PR06,Activated,2025-04-22
E00604,C125,PR01,Viewed,2025-04-06
E00605,C358,PR07,First Transaction,2025-02-14
E00606,C082,PR02,First Transaction,2025-09-12
E00607,C155,PR01,Activated,2025-02-09
E00608,C086,PR04,KYC Completed,2025-12-26
E00609,C237,PR06,First Transaction,2025-01-29
E00610,C330,PR02,Viewed,2025-06-14
E00611,C044,PR05,Approved,2025-10-03
E00612,C002,PR04,Application Started,2025-01-09
E00613,C250,PR07,Activated,2025-06-29
E00614,C201,PR01,First Transaction,2025-12-27
E00615,C250,PR03,Viewed,2025-11-03
E00616,C123,PR02,Application Started,2025-04-03
E00617,C071,PR08,Activated,2025-08-17
E00618,C155,PR05,Approved,2025-04-09
E00619,C416,PR05,First Transaction,2025-02-04
E00620,C026,PR01,Approved,2025-10-20
E00621,C060,PR05,Approved,2025-08-03
E00622,C251,PR06,Viewed,2025-04-01
E00623,C416,PR05,Application Started,2025-02-01
E00624,C076,PR04,Viewed,2025-02-22
E00625,C429,PR04,Viewed,2025-11-22
E00626,C366,PR05,Viewed,2025-12-07
E00627,C487,PR01,First Transaction,2025-06-25
E00628,C001,PR04,Viewed,2025-05-30
E00629,C260,PR03,Approved,2025-08-25
E00630,C272,PR06,Application Started,2025-05-31
E00631,C234,PR06,First Transaction,2025-03-09
E00632,C332,PR06,Activated,2025-11-03
E00633,C278,PR02,Approved,2025-11-15
E00634,C017,PR01,Approved,2025-03-27
E00635,C333,PR06,Viewed,2025-09-21
E00636,C010,PR02,Application Started,2025-10-20
E00637,C223,PR05,KYC Completed,2025-02-27
E00638,C488,PR02,Viewed,2025-01-04
E00639,C139,PR03,Approved,2025-08-20
E00640,C352,PR01,Viewed,2025-09-11
E00641,C425,PR02,Application Started,2025-09-14
E00642,C408,PR04,Activated,2025-08-25
E00643,C192,PR02,First Transaction,2025-06-25
E00644,C122,PR01,First Transaction,2025-10-25
E00645,C214,PR06,KYC Completed,2025-06-14
E00646,C046,PR03,Approved,2025-09-17
E00647,C332,PR08,Viewed,2025-04-14
E00648,C397,PR04,Application Started,2025-09-02
E00649,C060,PR05,KYC Completed,2025-08-02
E00650,C489,PR03,KYC Completed,2025-08-30
E00651,C259,PR05,Application Started,2025-02-03
E00652,C185,PR02,Approved,2025-05-11
E00653,C009,PR08,Application Started,2025-03-11
E00654,C379,PR06,Approved,2025-05-01
E00655,C210,PR02,Viewed,2025-04-04
E00656,C078,PR06,Activated,2025-08-03
E00657,C333,PR01,Approved,2025-05-31
E00658,C320,PR03,KYC Completed,2025-10-21
E00659,C312,PR01,KYC Completed,2025-06-13
E00660,C063,PR03,First Transaction,2025-02-06
E00661,C440,PR05,Viewed,2025-04-24
E00662,C457,PR04,Approved,2025-10-15
E00663,C229,PR01,First Transaction,2025-02-28
E00664,C417,PR05,Viewed,2025-06-21
E00665,C119,PR05,Activated,2025-06-06
E00666,C376,PR05,Viewed,2025-06-19
E00667,C432,PR04,Activated,2025-07-18
E00668,C474,PR05,First Transaction,2025-01-14
E00669,C175,PR01,Application Started,2025-04-07
E00670,C128,PR06,KYC Completed,2025-09-07
E00671,C254,PR06,First Transaction,2025-02-16
E00672,C337,PR01,Approved,2025-05-15
E00673,C405,PR04,Application Started,2025-06-26
E00674,C433,PR01,Viewed,2025-06-19
E00675,C171,PR02,Approved,2025-12-13
E00676,C370,PR02,Application Started,2025-08-15
E00677,C163,PR05,KYC Completed,2025-03-17
E00678,C009,PR08,First Transaction,2025-10-26
E00679,C119,PR06,KYC Completed,2025-09-27
E00680,C494,PR02,KYC Completed,2025-08-20
E00681,C273,PR01,First Transaction,2025-10-28
E00682,C460,PR05,First Transaction,2025-12-24
E00683,C162,PR04,Activated,2025-07-16
E00684,C156,PR04,Application Started,2025-07-18
E00685,C361,PR04,Application Started,2025-05-27
E00686,C060,PR03,Activated,2025-01-07
E00687,C488,PR05,Activated,2025-08-26
E00688,C280,PR03,Application Started,2025-09-09
E00689,C138,PR05,Viewed,2025-06-17
E00690,C185,PR01,Viewed,2025-08-04
E00691,C176,PR06,Approved,2025-06-29
E00692,C412,PR04,Viewed,2025-05-22
E00693,C125,PR07,KYC Completed,2025-11-13
E00694,C097,PR06,Viewed,2025-01-19
E00695,C053,PR07,Viewed,2025-03-19
E00696,C075,PR05,Viewed,2025-06-10
E00697,C040,PR07,Approved,2025-06-15
E00698,C286,PR02,KYC Completed,2025-04-04
E00699,C352,PR02,Activated,2025-07-18
E00700,C124,PR03,First Transaction,2025-02-28
E00701,C171,PR05,Approved,2025-11-22
E00702,C454,PR01,Application Started,2025-07-25
E00703,C352,PR05,First Transaction,2025-07-14
E00704,C045,PR01,KYC Completed,2025-07-19
E00705,C169,PR07,KYC Completed,2025-03-18
E00706,C451,PR05,Viewed,2025-02-01
E00707,C157,PR01,Viewed,2025-10-08
E00708,C068,PR01,Viewed,2025-09-29
E00709,C055,PR01,KYC Completed,2025-11-29
E00710,C485,PR01,Approved,2025-05-01
E00711,C388,PR04,Application Started,2025-06-22
E00712,C130,PR05,Activated,2025-02-26
E00713,C057,PR05,Approved,2025-07-06
E00714,C113,PR01,KYC Completed,2025-09-24
E00715,C419,PR02,Application Started,2025-05-06
E00716,C398,PR04,KYC Completed,2025-04-16
E00717,C043,PR02,First Transaction,2025-02-06
E00718,C318,PR05,Application Started,2025-10-15
E00719,C468,PR01,Viewed,2025-09-03
E00720,C201,PR01,Approved,2025-11-25
E00721,C395,PR05,Viewed,2025-03-02
E00722,C307,PR02,Application Started,2025-02-15
E00723,C442,PR05,KYC Completed,2025-11-05
E00724,C483,PR05,Approved,2025-06-24
E00725,C153,PR05,Viewed,2025-09-08
E00726,C093,PR04,KYC Completed,2025-11-16
E00727,C470,PR05,Application Started,2025-12-22
E00728,C254,PR01,First Transaction,2025-04-17
E00729,C413,PR05,First Transaction,2025-12-20
E00730,C359,PR02,Approved,2025-07-19
E00731,C237,PR02,Application Started,2025-01-28
E00732,C048,PR02,Approved,2025-07-24
E00733,C144,PR03,Application Started,2025-06-21
E00734,C285,PR01,KYC Completed,2025-09-06
E00735,C146,PR07,First Transaction,2025-05-25
E00736,C361,PR06,KYC Completed,2025-02-17
E00737,C095,PR02,Approved,2025-02-21
E00738,C280,PR02,Application Started,2025-08-23
E00739,C164,PR06,KYC Completed,2025-06-22
E00740,C092,PR07,Approved,2025-07-11
E00741,C244,PR01,Viewed,2025-04-26
E00742,C432,PR07,Application Started,2025-09-09
E00743,C246,PR05,Activated,2025-06-11
E00744,C434,PR01,Viewed,2025-04-13
E00745,C063,PR06,Approved,2025-08-04
E00746,C414,PR05,First Transaction,2025-04-13
E00747,C251,PR01,Activated,2025-03-08
E00748,C493,PR07,Application Started,2025-12-10
E00749,C242,PR02,First Transaction,2025-07-04
E00750,C421,PR01,Viewed,2025-05-29
E00751,C475,PR01,Viewed,2025-05-04
E00752,C196,PR01,KYC Completed,2025-07-11
E00753,C304,PR05,Application Started,2025-08-25
E00754,C389,PR05,Viewed,2025-02-23
E00755,C043,PR04,Approved,2025-10-01
E00756,C408,PR04,Viewed,2025-08-23
E00757,C027,PR05,Activated,2025-01-01
E00758,C139,PR03,First Transaction,2025-04-09
E00759,C442,PR05,First Transaction,2025-11-08
E00760,C279,PR07,Approved,2025-04-11
E00761,C202,PR01,Application Started,2025-10-04
E00762,C354,PR06,Application Started,2024-12-30
E00763,C091,PR04,KYC Completed,2025-11-18
E00764,C437,PR05,First Transaction,2025-10-17
E00765,C113,PR05,Approved,2025-09-17
E00766,C026,PR01,Approved,2025-10-28
E00767,C288,PR01,Activated,2025-01-17
E00768,C167,PR03,KYC Completed,2025-11-09
E00769,C341,PR06,Approved,2025-07-10
E00770,C480,PR01,Approved,2025-04-01
E00771,C033,PR06,Application Started,2025-10-27
E00772,C043,PR02,Approved,2025-11-15
E00773,C071,PR02,Approved,2025-01-04
E00774,C240,PR01,Application Started,2025-03-07
E00775,C487,PR02,Approved,2025-04-24
E00776,C202,PR04,First Transaction,2025-10-31
E00777,C416,PR06,KYC Completed,2025-10-22
E00778,C201,PR02,First Transaction,2025-02-22
E00779,C448,PR01,Approved,2025-05-26
E00780,C497,PR02,Approved,2025-08-15
E00781,C002,PR04,Application Started,2025-01-09
E00782,C442,PR06,Activated,2025-02-05
E00783,C050,PR03,Application Started,2025-09-29
E00784,C370,PR01,Approved,2025-10-26
E00785,C492,PR02,Activated,2025-05-26
E00786,C381,PR06,Activated,2025-08-21
E00787,C482,PR05,Approved,2025-11-01
E00788,C096,PR01,First Transaction,2025-08-18
E00789,C254,PR07,KYC Completed,2025-03-25
E00790,C448,PR01,Activated,2025-05-26
E00791,C216,PR06,Activated,2025-01-26
E00792,C108,PR05,Application Started,2025-05-08
E00793,C034,PR02,Viewed,2025-08-27
E00794,C063,PR02,KYC Completed,2025-02-27
E00795,C173,PR04,Application Started,2025-02-07
E00796,C107,PR01,Viewed,2025-01-08
E00797,C187,PR03,Viewed,2025-04-26
E00798,C083,PR05,Activated,2025-04-05
E00799,C136,PR04,Application Started,2025-08-27
E00800,C196,PR04,Application Started,2025-06-05
E00801,C086,PR05,Approved,2025-09-08
E00802,C166,PR03,Viewed,2025-01-26
E00803,C179,PR05,Activated,2025-04-17
E00804,C316,PR01,Approved,2025-09-23
E00805,C322,PR05,Viewed,2025-05-04
E00806,C143,PR04,Application Started,2025-09-07
E00807,C076,PR03,First Transaction,2025-07-25
E00808,C237,PR06,KYC Completed,2025-01-18
E00809,C125,PR03,Approved,2025-03-19
E00810,C256,PR02,First Transaction,2025-03-14
E00811,C165,PR05,Activated,2025-01-11
E00812,C210,PR05,Approved,2025-06-20
E00813,C390,PR05,First Transaction,2025-06-15
E00814,C374,PR03,KYC Completed,2025-05-26
E00815,C434,PR01,Application Started,2025-07-03
E00816,C481,PR02,Viewed,2025-05-14
E00817,C281,PR04,First Transaction,2025-08-18
E00818,C079,PR05,Application Started,2025-10-14
E00819,C033,PR06,KYC Completed,2025-10-26
E00820,C230,PR01,Application Started,2025-12-05
E00821,C428,PR07,Application Started,2025-12-17
E00822,C171,PR03,First Transaction,2025-11-30
E00823,C060,PR02,Approved,2025-11-05
E00824,C198,PR05,Application Started,2025-03-22
E00825,C475,PR01,Viewed,2025-05-02
E00826,C224,PR07,Application Started,2025-08-09
E00827,C274,PR05,First Transaction,2025-12-09
E00828,C202,PR01,Approved,2025-10-08
E00829,C231,PR02,Viewed,2025-03-10
E00830,C063,PR02,Approved,2025-02-27
E00831,C458,PR01,First Transaction,2025-12-09
E00832,C389,PR02,Approved,2025-12-11
E00833,C139,PR03,Viewed,2025-04-09
E00834,C349,PR02,Viewed,2025-12-27
E00835,C030,PR07,Application Started,2025-05-24
E00836,C106,PR07,KYC Completed,2025-03-13
E00837,C014,PR01,Activated,2025-07-06
E00838,C026,PR01,KYC Completed,2025-10-21
E00839,C392,PR03,KYC Completed,2025-11-08
E00840,C179,PR01,Activated,2025-12-09
E00841,C379,PR05,Activated,2025-03-06
E00842,C260,PR03,Application Started,2025-08-26
E00843,C425,PR02,KYC Completed,2025-09-15
E00844,C253,PR01,Viewed,2025-02-11
E00845,C205,PR04,Activated,2025-12-31
E00846,C371,PR02,Application Started,2025-10-27
E00847,C188,PR02,Application Started,2025-04-19
E00848,C375,PR05,Viewed,2025-07-14
E00849,C173,PR01,First Transaction,2025-04-09
E00850,C048,PR01,Activated,2025-04-25
E00851,C162,PR04,Viewed,2025-07-20
E00852,C477,PR04,KYC Completed,2025-08-16
E00853,C292,PR02,First Transaction,2025-06-04
E00854,C374,PR06,KYC Completed,2025-07-02
E00855,C497,PR03,Viewed,2025-07-27
E00856,C351,PR05,Approved,2025-07-07
E00857,C317,PR05,Viewed,2025-03-12
E00858,C011,PR05,Approved,2025-09-01
E00859,C029,PR01,Viewed,2025-01-18
E00860,C404,PR07,Viewed,2025-01-04
E00861,C157,PR01,Application Started,2025-06-14
E00862,C475,PR01,Viewed,2025-10-23
E00863,C341,PR05,First Transaction,2025-09-27
E00864,C124,PR01,Viewed,2025-09-06
E00865,C193,PR02,Activated,2025-11-06
E00866,C118,PR02,Application Started,2025-06-24
E00867,C229,PR01,Approved,2025-08-30
E00868,C392,PR05,Application Started,2025-03-20
E00869,C405,PR01,KYC Completed,2025-08-28
E00870,C479,PR05,Activated,2025-11-16
E00871,C122,PR05,Viewed,2025-07-19
E00872,C123,PR05,Application Started,2025-10-06
E00873,C417,PR07,KYC Completed,2025-05-06
E00874,C191,PR02,Approved,2025-10-26
E00875,C118,PR02,Activated,2025-01-18
E00876,C133,PR02,Activated,2025-10-24
E00877,C091,PR04,Activated,2025-11-21
E00878,C385,PR06,First Transaction,2025-01-22
E00879,C095,PR05,KYC Completed,2025-12-23
E00880,C413,PR05,Viewed,2025-12-23
E00881,C388,PR05,KYC Completed,2025-10-15
E00882,C164,PR01,First Transaction,2025-04-07
E00883,C200,PR03,Activated,2025-05-13
E00884,C259,PR05,Viewed,2025-08-14
E00885,C474,PR02,Activated,2025-04-14
E00886,C237,PR02,First Transaction,2025-01-29
E00887,C500,PR03,Application Started,2025-11-05
E00888,C200,PR02,Approved,2025-10-16
E00889,C095,PR05,Application Started,2025-12-22
E00890,C488,PR04,Application Started,2025-05-12
E00891,C106,PR05,Viewed,2025-06-02
E00892,C311,PR02,Activated,2025-04-29
E00893,C124,PR01,Approved,2025-09-07
E00894,C231,PR05,KYC Completed,2025-05-17
E00895,C296,PR01,Viewed,2025-12-28
E00896,C409,PR03,Activated,2025-04-11
E00897,C357,PR05,Viewed,2025-10-10
E00898,C055,PR05,Approved,2025-07-25
E00899,C269,PR05,Approved,2025-05-03
E00900,C459,PR01,Approved,2025-08-15
E00901,C139,PR05,KYC Completed,2025-11-21
E00902,C177,PR02,Approved,2025-05-07
E00903,C259,PR06,Activated,2025-09-24
E00904,C440,PR01,KYC Completed,2025-05-10
E00905,C348,PR03,Application Started,2025-01-25
E00906,C332,PR06,Approved,2025-11-06
E00907,C260,PR05,Activated,2025-05-14
E00908,C103,PR05,First Transaction,2025-11-09
E00909,C482,PR05,KYC Completed,2025-07-13
E00910,C418,PR01,Approved,2025-09-26
E00911,C155,PR01,Viewed,2025-02-13
E00912,C307,PR08,Activated,2025-02-08
E00913,C318,PR05,KYC Completed,2025-10-19
E00914,C129,PR04,Approved,2025-10-30
E00915,C474,PR06,Approved,2025-01-24
E00916,C492,PR05,Approved,2025-01-31
E00917,C425,PR02,Application Started,2025-09-16
E00918,C411,PR01,Activated,2025-07-10
E00919,C011,PR05,First Transaction,2025-08-30
E00920,C183,PR05,Viewed,2025-06-16
E00921,C246,PR05,Application Started,2025-01-19
E00922,C432,PR07,Viewed,2025-09-08
E00923,C354,PR06,Application Started,2025-01-26
E00924,C184,PR01,KYC Completed,2025-04-12
E00925,C292,PR02,Application Started,2025-06-03
E00926,C287,PR05,Viewed,2025-07-11
E00927,C307,PR03,KYC Completed,2025-10-22
E00928,C413,PR02,Activated,2025-11-09
E00929,C393,PR08,Activated,2025-04-02
E00930,C205,PR01,Application Started,2025-03-17
E00931,C020,PR05,KYC Completed,2025-09-04
E00932,C040,PR01,Application Started,2025-12-17
E00933,C350,PR03,Application Started,2025-05-31
E00934,C163,PR05,Application Started,2025-08-18
E00935,C253,PR01,KYC Completed,2025-01-04
E00936,C170,PR05,Viewed,2025-06-05
E00937,C044,PR06,KYC Completed,2025-09-13
E00938,C038,PR01,KYC Completed,2025-07-29
E00939,C193,PR05,Viewed,2025-09-24
E00940,C280,PR02,Activated,2025-01-07
E00941,C005,PR05,Application Started,2025-12-21
E00942,C432,PR05,KYC Completed,2025-03-07
E00943,C221,PR04,First Transaction,2025-11-30
E00944,C203,PR05,Viewed,2025-03-08
E00945,C316,PR06,Approved,2025-01-22
E00946,C165,PR05,Activated,2025-07-24
E00947,C077,PR01,Activated,2025-05-27
E00948,C310,PR01,First Transaction,2025-04-26
E00949,C240,PR01,Activated,2025-04-06
E00950,C027,PR02,Application Started,2025-10-27
E00951,C342,PR07,Application Started,2025-12-27
E00952,C188,PR05,Application Started,2025-06-04
E00953,C102,PR05,Application Started,2025-03-09
E00954,C417,PR07,Approved,2025-05-08
E00955,C486,PR01,Viewed,2025-07-16
E00956,C046,PR01,Viewed,2025-04-15
E00957,C279,PR07,Activated,2025-04-06
E00958,C186,PR06,First Transaction,2025-08-10
E00959,C316,PR01,First Transaction,2025-08-07
E00960,C318,PR05,Viewed,2025-02-13
E00961,C295,PR05,KYC Completed,2025-06-29
E00962,C316,PR01,Viewed,2025-07-26
E00963,C213,PR05,Activated,2025-10-10
E00964,C191,PR05,Approved,2025-09-17
E00965,C175,PR01,Activated,2025-03-28
E00966,C036,PR05,KYC Completed,2025-08-01
E00967,C257,PR02,Activated,2025-02-28
E00968,C264,PR01,Application Started,2025-02-26
E00969,C150,PR06,Viewed,2025-01-20
E00970,C372,PR03,Application Started,2025-08-13
E00971,C324,PR05,Approved,2025-12-06
E00972,C497,PR03,Viewed,2025-07-24
E00973,C325,PR05,Approved,2025-05-02
E00974,C147,PR03,Activated,2025-01-13
E00975,C229,PR05,KYC Completed,2025-02-16
E00976,C189,PR06,Viewed,2025-12-31
E00977,C329,PR06,Approved,2025-05-31
E00978,C459,PR01,Activated,2025-01-01
E00979,C246,PR06,First Transaction,2025-02-04
E00980,C192,PR05,Activated,2025-10-16
E00981,C229,PR06,Approved,2025-09-23
E00982,C067,PR06,Activated,2025-10-02
E00983,C007,PR05,Activated,2025-09-22
E00984,C378,PR08,Application Started,2025-04-09
E00985,C041,PR05,Approved,2025-03-12
E00986,C459,PR02,First Transaction,2025-03-11
E00987,C046,PR01,Viewed,2025-04-14
E00988,C226,PR01,KYC Completed,2024-12-31
E00989,C417,PR01,First Transaction,2025-08-15
E00990,C123,PR02,Application Started,2025-04-04
E00991,C232,PR05,KYC Completed,2025-08-23
E00992,C126,PR05,KYC Completed,2025-06-23
E00993,C488,PR04,First Transaction,2025-10-03
E00994,C078,PR04,First Transaction,2025-02-04
E00995,C390,PR05,KYC Completed,2025-09-01
E00996,C422,PR01,Viewed,2025-08-29
E00997,C039,PR05,First Transaction,2025-11-27
E00998,C448,PR05,Activated,2025-05-02
E00999,C312,PR01,Viewed,2025-06-13
E01000,C041,PR01,Application Started,2025-10-09
E01001,C312,PR04,Viewed,2025-06-06
E01002,C276,PR01,Activated,2025-06-18
E01003,C478,PR03,First Transaction,2025-04-06
E01004,C416,PR06,Activated,2025-06-18
E01005,C052,PR02,KYC Completed,2025-09-09
E01006,C352,PR05,KYC Completed,2025-07-18
E01007,C440,PR04,Application Started,2025-10-09
E01008,C034,PR02,First Transaction,2025-09-01
E01009,C431,PR05,Viewed,2025-11-02
E01010,C454,PR06,First Transaction,2025-11-25
E01011,C034,PR05,KYC Completed,2025-12-22
E01012,C252,PR01,Viewed,2025-06-12
E01013,C494,PR04,Viewed,2025-06-11
E01014,C104,PR03,Application Started,2025-07-07
E01015,C426,PR05,Application Started,2025-04-14
E01016,C065,PR01,Activated,2024-12-31
E01017,C247,PR05,Viewed,2025-12-04
E01018,C159,PR05,Application Started,2025-08-03
E01019,C409,PR04,Viewed,2025-11-23
E01020,C186,PR01,Approved,2025-01-19
E01021,C422,PR06,Activated,2025-10-30
E01022,C194,PR01,First Transaction,2025-03-09
E01023,C113,PR05,KYC Completed,2025-09-15
E01024,C422,PR06,Activated,2025-11-01
E01025,C234,PR05,KYC Completed,2025-06-29
E01026,C104,PR05,First Transaction,2025-10-29
E01027,C116,PR06,Application Started,2025-08-18
E01028,C137,PR07,Viewed,2025-08-15
E01029,C204,PR06,Activated,2025-10-22
E01030,C007,PR07,First Transaction,2025-04-12
E01031,C126,PR01,First Transaction,2025-08-25
E01032,C189,PR02,KYC Completed,2025-01-30
E01033,C184,PR02,Activated,2025-04-21
E01034,C449,PR03,Activated,2025-03-07
E01035,C230,PR04,First Transaction,2025-04-28
E01036,C332,PR06,KYC Completed,2025-11-04
E01037,C220,PR01,Approved,2025-12-19
E01038,C378,PR05,Viewed,2025-08-21
E01039,C456,PR06,Approved,2025-08-02
E01040,C116,PR01,Approved,2025-02-04
E01041,C033,PR05,Application Started,2025-08-06
E01042,C244,PR04,Application Started,2025-10-15
E01043,C492,PR03,Activated,2025-03-19
E01044,C243,PR02,Activated,2025-07-14
E01045,C300,PR05,KYC Completed,2025-05-29
E01046,C163,PR01,KYC Completed,2025-11-23
E01047,C431,PR04,Viewed,2025-04-19
E01048,C060,PR05,KYC Completed,2025-08-04
E01049,C317,PR08,First Transaction,2025-05-04
E01050,C497,PR07,First Transaction,2025-11-21
E01051,C124,PR06,Approved,2025-09-17
E01052,C102,PR05,Viewed,2025-12-04
E01053,C328,PR05,KYC Completed,2025-02-04
E01054,C170,PR05,Activated,2025-06-04
E01055,C061,PR01,First Transaction,2024-12-31
E01056,C007,PR01,Activated,2025-12-01
E01057,C393,PR05,First Transaction,2025-12-13
E01058,C357,PR02,Application Started,2025-07-12
E01059,C068,PR05,First Transaction,2025-05-21
E01060,C370,PR05,First Transaction,2025-07-04
E01061,C239,PR01,Application Started,2025-04-23
E01062,C455,PR02,Application Started,2025-01-14
E01063,C490,PR05,First Transaction,2025-04-03
E01064,C391,PR04,KYC Completed,2025-11-22
E01065,C486,PR02,Approved,2025-03-26
E01066,C089,PR06,First Transaction,2025-09-17
E01067,C408,PR01,Application Started,2025-04-15
E01068,C079,PR01,KYC Completed,2025-09-22
E01069,C316,PR05,First Transaction,2025-11-05
E01070,C155,PR01,First Transaction,2025-06-26
E01071,C042,PR05,Viewed,2025-03-24
E01072,C308,PR02,Approved,2025-10-13
E01073,C485,PR05,Activated,2025-12-25
E01074,C065,PR05,Application Started,2025-05-31
E01075,C408,PR05,KYC Completed,2025-08-26
E01076,C461,PR05,Viewed,2025-01-12
E01077,C195,PR05,Application Started,2025-08-27
E01078,C115,PR05,First Transaction,2025-09-18
E01079,C267,PR01,First Transaction,2025-11-14
E01080,C308,PR06,Application Started,2025-04-11
E01081,C409,PR04,Approved,2025-11-26
E01082,C182,PR08,Activated,2025-12-08
E01083,C312,PR01,Application Started,2025-06-12
E01084,C009,PR02,KYC Completed,2025-12-09
E01085,C204,PR02,First Transaction,2025-09-02
E01086,C032,PR04,Viewed,2025-09-11
E01087,C372,PR02,Application Started,2025-09-15
E01088,C496,PR05,KYC Completed,2025-11-20
E01089,C020,PR02,KYC Completed,2025-12-15
E01090,C189,PR04,Activated,2025-06-11
E01091,C253,PR05,Activated,2025-05-02
E01092,C105,PR01,Viewed,2025-07-22
E01093,C072,PR05,First Transaction,2025-12-16
E01094,C438,PR08,Approved,2025-10-17
E01095,C220,PR01,Application Started,2025-10-07
E01096,C044,PR02,Approved,2025-02-19
E01097,C348,PR03,Application Started,2025-01-26
E01098,C266,PR03,Approved,2025-01-19
E01099,C495,PR03,KYC Completed,2025-11-15
E01100,C464,PR05,Viewed,2025-03-25
E01101,C135,PR05,KYC Completed,2025-11-21
E01102,C369,PR05,Application Started,2025-08-08
E01103,C368,PR05,Viewed,2025-09-25
E01104,C060,PR04,KYC Completed,2025-09-10
E01105,C322,PR06,Viewed,2025-07-27
E01106,C154,PR02,First Transaction,2025-04-27
E01107,C318,PR06,Activated,2025-12-11
E01108,C419,PR02,Viewed,2025-05-05
E01109,C040,PR07,Viewed,2025-06-16
E01110,C459,PR01,Application Started,2025-01-02
E01111,C130,PR04,KYC Completed,2025-04-29
E01112,C301,PR05,Activated,2025-09-11
E01113,C018,PR05,Application Started,2025-02-05
E01114,C218,PR02,Application Started,2025-06-07
E01115,C007,PR02,Approved,2025-07-06
E01116,C165,PR05,Viewed,2025-03-15
E01117,C244,PR04,Application Started,2025-10-13
E01118,C338,PR03,Viewed,2025-05-16
E01119,C018,PR02,Viewed,2025-03-02
E01120,C204,PR04,Viewed,2025-08-05
E01121,C346,PR01,Application Started,2025-08-04
E01122,C018,PR02,Approved,2025-06-03
E01123,C047,PR02,Viewed,2025-03-15
E01124,C202,PR06,Approved,2025-03-12
E01125,C252,PR03,Approved,2025-03-12
E01126,C439,PR01,First Transaction,2025-11-29
E01127,C051,PR05,Approved,2025-07-31
E01128,C034,PR04,Approved,2025-08-27
E01129,C282,PR01,Application Started,2025-10-11
E01130,C169,PR07,KYC Completed,2025-03-21
E01131,C370,PR07,First Transaction,2025-09-14
E01132,C094,PR05,First Transaction,2025-12-27
E01133,C021,PR02,Viewed,2025-11-04
E01134,C055,PR06,Activated,2025-06-25
E01135,C445,PR01,Application Started,2025-06-22
E01136,C150,PR05,Application Started,2025-11-06
E01137,C417,PR02,KYC Completed,2025-08-23
E01138,C189,PR06,Viewed,2025-03-28
E01139,C112,PR04,Approved,2025-01-25
E01140,C272,PR06,Application Started,2025-05-31
E01141,C033,PR01,First Transaction,2025-04-29
E01142,C290,PR05,Application Started,2025-02-02
E01143,C022,PR05,Approved,2025-12-23
E01144,C329,PR03,Viewed,2025-03-26
E01145,C257,PR01,Activated,2025-09-23
E01146,C263,PR02,KYC Completed,2025-12-11
E01147,C329,PR06,Viewed,2025-05-29
E01148,C364,PR01,KYC Completed,2025-01-20
E01149,C456,PR05,Application Started,2025-03-17
E01150,C022,PR05,Viewed,2025-07-10
E01151,C032,PR05,KYC Completed,2025-06-13
E01152,C199,PR05,KYC Completed,2025-06-12
E01153,C002,PR04,First Transaction,2025-01-10
E01154,C344,PR05,Approved,2025-08-21
E01155,C094,PR05,Approved,2025-10-31
E01156,C167,PR03,First Transaction,2025-05-12
E01157,C063,PR02,Activated,2025-02-27
E01158,C237,PR05,Approved,2025-02-23
E01159,C052,PR02,Viewed,2025-09-07
E01160,C084,PR01,First Transaction,2025-07-13
E01161,C074,PR05,KYC Completed,2025-08-05
E01162,C088,PR08,KYC Completed,2025-04-20
E01163,C372,PR03,Activated,2025-05-05
E01164,C344,PR06,KYC Completed,2025-04-01
E01165,C096,PR01,Viewed,2025-08-15
E01166,C068,PR01,KYC Completed,2025-06-14
E01167,C374,PR06,Viewed,2025-07-01
E01168,C419,PR02,Activated,2025-12-15
E01169,C139,PR03,Viewed,2025-08-24
E01170,C041,PR06,Approved,2025-09-18
E01171,C328,PR08,Activated,2025-05-22
E01172,C405,PR01,Application Started,2025-02-02
E01173,C280,PR05,KYC Completed,2025-01-12
E01174,C244,PR02,Application Started,2025-05-23
E01175,C147,PR01,Application Started,2025-11-18
E01176,C076,PR04,Activated,2025-05-12
E01177,C147,PR01,Approved,2025-06-01
E01178,C062,PR06,KYC Completed,2025-08-30
E01179,C157,PR05,Viewed,2025-09-10
E01180,C204,PR05,Application Started,2025-07-30
E01181,C068,PR01,KYC Completed,2025-09-27
E01182,C244,PR01,Approved,2025-08-30
E01183,C232,PR05,Application Started,2025-02-15
E01184,C387,PR06,Approved,2025-10-08
E01185,C084,PR03,KYC Completed,2025-04-18
E01186,C283,PR05,Activated,2025-02-16
E01187,C440,PR01,Application Started,2025-05-21
E01188,C453,PR05,KYC Completed,2025-04-28
E01189,C415,PR04,KYC Completed,2025-06-04
E01190,C432,PR01,Application Started,2025-07-30
E01191,C188,PR02,Application Started,2025-04-17
E01192,C051,PR07,Activated,2025-01-31
E01193,C454,PR03,Viewed,2025-07-21
E01194,C322,PR05,First Transaction,2025-05-03
E01195,C256,PR05,Application Started,2025-09-02
E01196,C104,PR04,Activated,2025-10-16
E01197,C391,PR05,First Transaction,2025-08-30
E01198,C319,PR05,KYC Completed,2025-03-23
E01199,C331,PR05,First Transaction,2025-09-06
E01200,C106,PR01,Viewed,2025-12-24
E01201,C262,PR05,KYC Completed,2025-12-25
E01202,C155,PR01,Activated,2025-02-09
E01203,C054,PR08,First Transaction,2025-04-02
E01204,C051,PR01,Approved,2025-09-04
E01205,C407,PR02,KYC Completed,2025-07-14
