transaction_id,customer_id,partner_id,product_id,transaction_date,amount,revenue,is_repeat,cross_sell,status
T00376,C280,P17,PR05,2025-05-13,13856,277.12,Yes,No,Pending
T00377,C010,P13,PR05,2025-10-26,44295,885.9,No,No,Success
T00378,C405,P20,PR01,2025-05-19,13652,409.56,Yes,No,Success
T00379,C340,P12,PR03,2025-02-25,18280,914.0,Yes,No,Success
T00380,C261,P04,PR02,2025-06-11,25449,636.23,Yes,No,Success
T00381,C288,P01,PR01,2025-01-21,30514,915.42,Yes,No,Success
T00382,C010,P12,PR03,2025-12-17,10789,539.45,Yes,No,Success
T00383,C142,P02,PR08,2025-11-17,33350,667.0,Yes,No,Pending
T00384,C486,P09,PR08,2025-04-26,36868,737.36,Yes,No,Success
T00385,C267,P20,PR01,2025-11-17,25548,766.44,No,No,Success
T00386,C466,P20,PR04,2025-06-18,20972,838.88,Yes,Yes,Success
T00387,C410,P07,PR05,2025-03-12,45329,906.58,Yes,No,Success
T00388,C336,P19,PR01,2025-03-22,10012,300.36,Yes,No,Failed
T00389,C430,P05,PR01,2025-01-16,21314,639.42,No,No,Success
T00390,C382,P09,PR03,2025-03-19,29532,1476.6,No,Yes,Success
T00391,C316,P09,PR05,2025-11-07,40606,812.12,Yes,Yes,Success
T00392,C041,P16,PR05,2025-03-10,24044,480.88,Yes,No,Success
T00393,C252,P16,PR03,2025-03-12,25892,1294.6,Yes,Yes,Success
T00394,C487,P14,PR07,2025-04-24,18185,272.77,No,No,Success
T00395,C444,P20,PR01,2025-09-08,29288,878.64,No,No,Failed
T00396,C312,P13,PR04,2025-06-10,3241,129.64,Yes,No,Success
T00397,C449,P02,PR05,2025-09-24,42534,850.68,Yes,No,Failed
T00398,C266,P18,PR06,2025-07-22,16603,581.11,No,Yes,Success
T00399,C098,P10,PR05,2025-08-14,3730,74.6,Yes,No,Success
T00400,C151,P20,PR04,2025-01-28,28186,1127.44,No,No,Success
T00401,C370,P17,PR05,2025-02-27,6427,128.54,Yes,No,Failed
T00402,C212,P11,PR05,2025-08-19,26260,525.2,Yes,No,Failed
T00403,C047,P09,PR06,2025-06-15,30298,1060.43,No,No,Success
T00404,C047,P04,PR05,2025-12-28,8596,171.92,Yes,No,Success
T00405,C314,P06,PR03,2025-07-13,34032,1701.6,Yes,Yes,Success
T00406,C442,P05,PR02,2025-03-25,43722,1093.05,No,Yes,Success
T00407,C374,P15,PR03,2025-05-28,20784,1039.2,No,Yes,Success
T00408,C392,P09,PR02,2025-01-07,41300,1032.5,Yes,No,Success
T00409,C122,P07,PR01,2025-10-29,32839,985.17,No,No,Success
T00410,C126,P18,PR05,2025-05-23,930,18.6,No,No,Success
T00411,C029,P12,PR01,2025-01-19,10216,306.48,Yes,Yes,Success
T00412,C472,P03,PR05,2025-01-26,22199,443.98,Yes,No,Success
T00413,C355,P20,PR02,2025-10-21,43814,1095.35,No,Yes,Success
T00414,C048,P10,PR05,2025-06-15,2848,56.96,Yes,No,Success
T00415,C034,P10,PR04,2025-08-30,36575,1463.0,Yes,No,Success
T00416,C108,P07,PR05,2025-11-10,34883,697.66,Yes,No,Pending
T00417,C248,P20,PR05,2025-12-28,6245,124.9,Yes,No,Success
T00418,C182,P05,PR05,2025-11-11,41344,826.88,Yes,No,Success
T00419,C453,P20,PR04,2025-04-30,12290,491.6,No,No,Success
T00420,C408,P04,PR01,2025-04-17,41490,1244.7,No,No,Success
T00421,C413,P07,PR02,2025-01-06,37227,930.68,No,No,Success
T00422,C260,P18,PR01,2025-06-15,20179,605.37,No,Yes,Success
T00423,C316,P01,PR03,2025-03-31,37784,1889.2,Yes,No,Failed
T00424,C409,P02,PR04,2025-11-27,31596,1263.84,Yes,Yes,Success
T00425,C237,P14,PR06,2025-01-29,22461,786.14,No,No,Success
T00426,C010,P07,PR02,2025-10-23,35619,890.48,No,No,Failed
T00427,C144,P01,PR03,2025-06-23,10284,514.2,No,No,Success
T00428,C096,P20,PR05,2025-03-01,26030,520.6,No,No,Success
T00429,C140,P14,PR02,2025-02-14,2572,64.3,Yes,Yes,Success
T00430,C269,P10,PR07,2025-03-31,14664,219.96,Yes,No,Success
T00431,C260,P01,PR06,2025-09-05,29583,1035.41,No,Yes,Success
T00432,C159,P11,PR04,2025-03-15,34816,1392.64,No,Yes,Pending
T00433,C106,P02,PR05,2025-08-24,9197,183.94,Yes,No,Success
T00434,C352,P20,PR02,2025-02-14,3385,84.62,Yes,No,Success
T00435,C160,P01,PR05,2025-10-23,49360,987.2,No,No,Success
T00436,C142,P18,PR02,2025-06-13,19280,482.0,No,No,Success
T00437,C008,P20,PR01,2025-10-14,8001,240.03,Yes,Yes,Success
T00438,C483,P10,PR02,2025-10-21,9777,244.43,Yes,Yes,Success
T00439,C026,P05,PR02,2025-01-15,29574,739.35,Yes,No,Success
T00440,C201,P06,PR01,2025-12-27,28448,853.44,Yes,No,Success
T00441,C183,P10,PR05,2025-06-20,40890,817.8,No,No,Success
T00442,C291,P05,PR05,2025-02-17,31019,620.38,No,No,Success
T00443,C330,P15,PR04,2025-08-29,45357,1814.28,Yes,Yes,Failed
T00444,C201,P06,PR05,2025-12-25,24319,486.38,No,No,Failed
T00445,C016,P03,PR02,2025-09-01,32449,811.23,Yes,No,Success
T00446,C310,P19,PR02,2025-03-07,23346,583.65,Yes,No,Success
T00447,C333,P03,PR01,2025-06-04,36947,1108.41,Yes,No,Success
T00448,C082,P16,PR05,2025-07-16,36410,728.2,Yes,Yes,Success
T00449,C291,P11,PR04,2025-10-06,29031,1161.24,No,Yes,Success
T00450,C294,P16,PR05,2025-02-28,47155,943.1,Yes,No,Success
T00451,C158,P13,PR06,2025-02-05,12045,421.58,Yes,No,Success
T00452,C254,P02,PR06,2025-02-16,21957,768.5,Yes,Yes,Success
T00453,C388,P05,PR05,2025-12-05,512,10.24,Yes,No,Success
T00454,C106,P11,PR05,2025-06-03,13323,266.46,Yes,No,Success
T00455,C368,P12,PR07,2025-02-15,28990,434.85,Yes,No,Success
T00456,C032,P12,PR06,2025-10-09,19779,692.27,No,Yes,Success
T00457,C441,P10,PR08,2025-01-16,7689,153.78,Yes,No,Success
T00458,C208,P13,PR02,2025-08-11,25586,639.65,Yes,No,Success
T00459,C432,P12,PR01,2025-08-02,25704,771.12,Yes,No,Success
T00460,C332,P01,PR01,2025-03-15,5201,156.03,No,No,Success
T00461,C071,P14,PR08,2025-08-22,6048,120.96,No,No,Failed
T00462,C261,P14,PR05,2025-10-10,30279,605.58,No,No,Success
T00463,C296,P16,PR04,2025-05-02,986,39.44,No,No,Failed
T00464,C020,P19,PR05,2025-09-05,2692,53.84,No,Yes,Success
T00465,C374,P17,PR05,2025-05-24,9811,196.22,Yes,Yes,Failed
T00466,C323,P03,PR01,2025-12-17,31462,943.86,No,No,Success
T00467,C274,P01,PR01,2025-08-29,23014,690.42,Yes,No,Success
T00468,C492,P10,PR02,2025-05-29,23628,590.7,Yes,No,Success
T00469,C134,P02,PR02,2025-11-19,37443,936.08,Yes,Yes,Success
T00470,C320,P01,PR08,2025-05-27,48824,976.48,Yes,Yes,Success
T00471,C068,P20,PR05,2025-05-24,17018,340.36,Yes,No,Success
T00472,C379,P05,PR05,2025-12-04,39282,785.64,Yes,No,Success
T00473,C093,P17,PR05,2025-01-17,32279,645.58,Yes,Yes,Success
T00474,C429,P16,PR07,2025-07-31,10602,159.03,No,Yes,Success
T00475,C296,P12,PR05,2025-01-28,14318,286.36,No,No,Success
T00476,C244,P10,PR01,2025-09-01,26632,798.96,No,No,Success
T00477,C200,P16,PR03,2025-05-15,46742,2337.1,Yes,No,Success
T00478,C196,P11,PR07,2025-09-29,29913,448.69,No,Yes,Failed
T00479,C313,P09,PR05,2025-06-21,28797,575.94,Yes,No,Success
T00480,C396,P08,PR05,2025-12-11,30719,614.38,Yes,Yes,Success
T00481,C161,P18,PR05,2025-01-06,12291,245.82,No,No,Success
T00482,C351,P15,PR01,2025-06-29,7309,219.27,Yes,No,Success
T00483,C030,P20,PR01,2025-12-03,6525,195.75,No,Yes,Success
T00484,C045,P20,PR01,2025-03-08,8362,250.86,Yes,No,Success
T00485,C459,P04,PR06,2025-12-23,12608,441.28,Yes,No,Success
T00486,C473,P09,PR01,2025-08-07,30216,906.48,No,No,Success
T00487,C142,P02,PR02,2025-07-15,5349,133.72,Yes,No,Success
T00488,C226,P03,PR06,2025-09-09,12160,425.6,No,Yes,Success
T00489,C074,P18,PR05,2025-08-09,7606,152.12,Yes,No,Failed
T00490,C018,P03,PR05,2025-02-06,7269,145.38,Yes,No,Success
T00491,C335,P01,PR06,2025-01-20,10255,358.93,No,No,Success
T00492,C002,P17,PR06,2025-12-29,38159,1335.57,No,No,Success
T00493,C277,P08,PR06,2025-01-02,5094,178.29,Yes,No,Success
T00494,C479,P12,PR01,2025-06-20,35581,1067.43,No,No,Success
T00495,C188,P18,PR07,2025-06-24,6441,96.61,Yes,No,Success
T00496,C284,P02,PR05,2025-07-16,12074,241.48,No,No,Success
T00497,C184,P16,PR01,2025-02-13,45643,1369.29,No,No,Success
T00498,C369,P19,PR01,2025-05-03,2162,64.86,Yes,Yes,Success
T00499,C495,P15,PR02,2025-01-09,35492,887.3,Yes,Yes,Success
T00500,C109,P17,PR01,2025-08-23,8245,247.35,No,No,Success
T00501,C474,P03,PR05,2025-01-19,15768,315.36,No,No,Success
T00502,C024,P08,PR06,2025-12-26,41025,1435.88,No,Yes,Success
T00503,C234,P20,PR06,2025-03-29,6876,240.66,No,Yes,Success
T00504,C410,P20,PR01,2025-04-23,39492,1184.76,Yes,Yes,Success
T00505,C348,P13,PR06,2025-06-16,48860,1710.1,Yes,No,Success
T00506,C392,P02,PR02,2025-10-31,14474,361.85,Yes,Yes,Success
T00507,C357,P12,PR05,2025-10-11,11513,230.26,Yes,Yes,Success
T00508,C314,P13,PR01,2025-03-22,41931,1257.93,Yes,No,Success
T00509,C362,P19,PR01,2025-05-26,6341,190.23,Yes,No,Success
T00510,C074,P09,PR05,2025-09-25,14010,280.2,Yes,Yes,Success
T00511,C093,P16,PR05,2025-11-10,39577,791.54,No,No,Success
T00512,C286,P08,PR02,2025-04-09,799,19.98,Yes,No,Success
T00513,C260,P08,PR03,2025-08-26,35871,1793.55,No,No,Success
T00514,C351,P16,PR01,2025-09-12,10279,308.37,Yes,No,Success
T00515,C108,P14,PR05,2025-05-09,19181,383.62,Yes,No,Success
T00516,C027,P18,PR01,2025-04-01,49023,1470.69,Yes,Yes,Success
T00517,C370,P15,PR01,2025-10-31,15920,477.6,Yes,No,Success
T00518,C399,P04,PR06,2025-06-16,15577,545.2,Yes,Yes,Success
T00519,C038,P16,PR01,2025-10-27,14961,448.83,Yes,No,Success
T00520,C092,P13,PR07,2025-07-11,30318,454.77,Yes,No,Success
T00521,C172,P05,PR08,2025-01-17,13752,275.04,No,Yes,Success
T00522,C215,P06,PR06,2025-06-25,30553,1069.36,Yes,No,Success
T00523,C464,P06,PR05,2025-10-23,40577,811.54,No,No,Success
T00524,C442,P07,PR06,2025-10-30,32561,1139.64,Yes,No,Success
T00525,C127,P11,PR04,2025-08-11,16664,666.56,Yes,No,Success
T00526,C460,P01,PR01,2025-08-02,38098,1142.94,No,Yes,Success
T00527,C218,P17,PR05,2025-07-21,2703,54.06,Yes,No,Success
T00528,C043,P18,PR04,2025-01-07,16262,650.48,No,No,Success
T00529,C332,P03,PR03,2025-01-09,16167,808.35,Yes,No,Success
T00530,C299,P01,PR06,2025-08-21,49474,1731.59,Yes,Yes,Success
T00531,C321,P15,PR01,2025-12-27,24775,743.25,No,No,Success
T00532,C272,P02,PR06,2025-06-01,22317,781.1,Yes,No,Failed
T00533,C404,P03,PR05,2025-11-14,14075,281.5,No,No,Success
T00534,C187,P02,PR07,2025-02-26,44714,670.71,Yes,No,Success
T00535,C287,P03,PR03,2025-10-15,42978,2148.9,No,Yes,Pending
T00536,C333,P16,PR02,2025-10-25,7942,198.55,No,No,Success
T00537,C181,P09,PR05,2025-09-15,21501,430.02,No,No,Success
T00538,C257,P17,PR02,2025-03-04,32365,809.12,Yes,No,Success
T00539,C318,P12,PR06,2025-12-11,30120,1054.2,No,No,Failed
T00540,C045,P03,PR01,2025-07-20,30507,915.21,No,No,Pending
T00541,C058,P05,PR01,2025-09-12,18584,557.52,Yes,Yes,Pending
T00542,C497,P18,PR01,2025-03-09,27798,833.94,Yes,No,Success
T00543,C033,P01,PR01,2025-04-29,12890,386.7,No,No,Success
T00544,C331,P11,PR05,2025-09-06,43475,869.5,Yes,No,Success
T00545,C291,P05,PR04,2025-06-06,20428,817.12,Yes,No,Success
T00546,C076,P12,PR08,2025-05-26,3601,72.02,Yes,Yes,Failed
T00547,C094,P06,PR05,2025-12-29,19193,383.86,No,No,Success
T00548,C163,P19,PR02,2025-03-06,3196,79.9,Yes,No,Success
T00549,C163,P12,PR05,2025-03-17,44117,882.34,Yes,No,Success
T00550,C208,P16,PR02,2025-03-16,2133,53.33,No,No,Success
T00551,C500,P17,PR08,2025-06-19,36292,725.84,No,No,Failed
T00552,C294,P05,PR07,2025-10-17,49924,748.86,No,No,Success
T00553,C461,P02,PR01,2025-03-13,31890,956.7,No,Yes,Success
T00554,C229,P12,PR05,2025-02-17,14941,298.82,Yes,No,Success
T00555,C101,P01,PR05,2025-02-12,18714,374.28,Yes,No,Success
T00556,C202,P07,PR01,2025-09-09,34040,1021.2,Yes,No,Failed
T00557,C204,P05,PR06,2025-08-07,24162,845.67,Yes,No,Success
T00558,C448,P18,PR03,2025-02-14,29701,1485.05,Yes,No,Success
T00559,C148,P06,PR03,2025-08-06,29499,1474.95,No,No,Success
T00560,C107,P10,PR05,2025-09-01,9913,198.26,No,No,Success
T00561,C388,P13,PR07,2025-02-15,39210,588.15,Yes,No,Success
T00562,C364,P19,PR01,2025-03-12,30785,923.55,Yes,No,Success
T00563,C428,P19,PR04,2025-06-05,20291,811.64,Yes,No,Success
T00564,C135,P10,PR05,2025-11-24,10594,211.88,No,No,Success
T00565,C092,P16,PR06,2025-12-19,27838,974.33,No,Yes,Success
T00566,C307,P12,PR04,2025-10-25,4872,194.88,Yes,No,Success
T00567,C419,P04,PR05,2025-07-11,45998,919.96,Yes,No,Success
T00568,C075,P11,PR01,2025-08-25,4334,130.02,No,Yes,Success
T00569,C326,P12,PR02,2025-01-25,27993,699.83,Yes,No,Failed
T00570,C094,P04,PR05,2025-11-03,41658,833.16,No,No,Failed
T00571,C410,P10,PR06,2025-05-19,45390,1588.65,No,No,Success
T00572,C007,P05,PR05,2025-09-23,9918,198.36,Yes,No,Success
T00573,C053,P07,PR07,2025-03-21,11184,167.76,Yes,No,Success
T00574,C426,P17,PR05,2025-09-30,45697,913.94,No,No,Success
T00575,C060,P05,PR03,2025-01-09,5506,275.3,Yes,No,Success
T00576,C268,P11,PR06,2025-03-30,39667,1388.35,No,Yes,Success
T00577,C073,P08,PR02,2025-06-07,45997,1149.92,Yes,Yes,Success
T00578,C040,P01,PR05,2025-09-05,7821,156.42,No,Yes,Success
T00579,C304,P02,PR05,2025-08-29,34151,683.02,Yes,No,Success
T00580,C050,P04,PR05,2025-11-05,49950,999.0,Yes,No,Success
T00581,C075,P09,PR03,2025-10-24,6449,322.45,Yes,Yes,Success
T00582,C259,P19,PR05,2025-02-04,16348,326.96,Yes,No,Success
T00583,C494,P10,PR02,2025-03-29,13053,326.33,No,No,Pending
T00584,C472,P17,PR01,2025-12-29,14525,435.75,Yes,No,Success
T00585,C093,P12,PR05,2025-07-14,7533,150.66,Yes,No,Success
T00586,C064,P15,PR05,2025-02-26,21096,421.92,Yes,No,Success
T00587,C021,P03,PR02,2025-06-17,47825,1195.62,Yes,No,Success
T00588,C500,P15,PR05,2025-04-26,45526,910.52,Yes,No,Failed
T00589,C459,P16,PR01,2025-12-14,5061,151.83,Yes,Yes,Success
T00590,C225,P17,PR05,2025-12-04,26476,529.52,No,Yes,Success
T00591,C380,P06,PR05,2025-02-03,7166,143.32,Yes,Yes,Success
T00592,C063,P08,PR06,2025-08-06,26995,944.83,No,No,Success
T00593,C388,P13,PR05,2025-07-02,18389,367.78,Yes,No,Success
T00594,C076,P15,PR04,2025-02-25,18777,751.08,Yes,No,Success
T00595,C051,P02,PR07,2025-02-04,2447,36.7,Yes,Yes,Success
T00596,C079,P10,PR05,2025-11-15,21927,438.54,No,No,Success
T00597,C406,P15,PR05,2025-04-14,32756,655.12,Yes,No,Success
T00598,C280,P01,PR05,2025-01-17,35924,718.48,No,No,Success
T00599,C227,P15,PR04,2025-01-19,25163,1006.52,Yes,No,Failed
T00600,C085,P16,PR02,2025-08-09,46772,1169.3,Yes,No,Success
T00601,C252,P18,PR01,2025-12-17,44738,1342.14,Yes,No,Success
T00602,C201,P09,PR01,2025-09-11,4152,124.56,Yes,No,Success
T00603,C165,P02,PR05,2025-01-15,19140,382.8,Yes,Yes,Success
T00604,C014,P11,PR06,2025-07-14,38770,1356.95,Yes,No,Success
T00605,C126,P08,PR03,2025-05-01,43835,2191.75,No,No,Failed
T00606,C059,P11,PR01,2025-03-28,20482,614.46,Yes,No,Success
T00607,C264,P14,PR06,2025-05-17,37727,1320.45,Yes,No,Success
T00608,C200,P11,PR02,2025-10-21,37878,946.95,Yes,No,Success
T00609,C258,P11,PR02,2025-03-27,33053,826.33,No,No,Success
T00610,C431,P18,PR04,2025-04-20,5436,217.44,Yes,Yes,Pending
T00611,C320,P03,PR03,2025-10-24,15303,765.15,Yes,No,Success
T00612,C219,P07,PR06,2025-06-27,31647,1107.65,No,No,Success
T00613,C340,P18,PR06,2025-06-10,28871,1010.49,Yes,No,Success
T00614,C093,P01,PR04,2025-11-18,36385,1455.4,No,No,Success
T00615,C481,P15,PR02,2025-05-18,49141,1228.53,No,No,Success
T00616,C479,P19,PR05,2025-11-17,28924,578.48,Yes,Yes,Success
T00617,C351,P10,PR02,2025-08-11,49418,1235.45,Yes,No,Failed
T00618,C137,P10,PR05,2025-11-27,27529,550.58,Yes,No,Success
T00619,C099,P01,PR02,2025-05-06,10327,258.18,No,No,Success
T00620,C332,P02,PR08,2025-04-14,28157,563.14,Yes,Yes,Success
T00621,C282,P06,PR06,2025-11-26,43666,1528.31,No,No,Success
T00622,C161,P20,PR01,2025-06-02,6000,180.0,No,No,Success
T00623,C454,P03,PR03,2025-07-23,43585,2179.25,No,No,Success
T00624,C257,P04,PR01,2025-09-25,48634,1459.02,No,No,Success
T00625,C453,P03,PR05,2025-05-02,33035,660.7,Yes,No,Success
T00626,C200,P08,PR06,2025-08-05,48815,1708.53,Yes,Yes,Success
T00627,C131,P19,PR02,2025-01-29,27263,681.58,Yes,No,Failed
T00628,C244,P08,PR02,2025-05-23,28272,706.8,No,No,Success
T00629,C011,P20,PR05,2025-01-18,20696,413.92,No,No,Failed
T00630,C123,P09,PR05,2025-10-10,44513,890.26,Yes,No,Success
T00631,C063,P18,PR06,2025-05-02,45408,1589.28,No,No,Failed
T00632,C155,P03,PR03,2025-05-01,17246,862.3,Yes,No,Success
T00633,C451,P14,PR04,2025-01-18,21286,851.44,Yes,Yes,Success
T00634,C212,P11,PR04,2025-08-05,48796,1951.84,No,No,Success
T00635,C034,P12,PR05,2025-08-04,33683,673.66,No,No,Success
T00636,C391,P02,PR04,2025-11-25,2292,91.68,No,No,Success
T00637,C103,P10,PR01,2025-06-10,26757,802.71,Yes,Yes,Success
T00638,C391,P05,PR05,2025-11-01,43044,860.88,No,No,Success
T00639,C069,P09,PR04,2025-03-30,48680,1947.2,No,No,Success
T00640,C189,P06,PR01,2025-07-21,27664,829.92,No,No,Failed
T00641,C473,P18,PR02,2025-11-28,2005,50.12,No,Yes,Success
T00642,C360,P06,PR04,2025-01-26,17656,706.24,Yes,No,Success
T00643,C088,P19,PR01,2025-03-02,24612,738.36,Yes,No,Success
T00644,C254,P04,PR07,2025-04-25,44645,669.67,No,Yes,Failed
T00645,C383,P16,PR05,2025-07-15,19371,387.42,Yes,No,Success
T00646,C373,P07,PR08,2025-08-03,19044,380.88,Yes,No,Success
T00647,C317,P15,PR08,2025-05-08,15932,318.64,Yes,No,Success
T00648,C447,P11,PR01,2025-12-21,9229,276.87,Yes,Yes,Success
T00649,C132,P03,PR04,2025-02-18,39637,1585.48,Yes,Yes,Failed
T00650,C311,P20,PR04,2025-12-30,23719,948.76,No,Yes,Success
T00651,C203,P12,PR05,2025-03-09,20325,406.5,No,No,Success
T00652,C253,P11,PR02,2025-08-28,33513,837.83,Yes,No,Success
T00653,C161,P02,PR01,2025-03-07,8157,244.71,Yes,No,Success
T00654,C145,P09,PR03,2025-11-10,28686,1434.3,No,No,Success
T00655,C162,P16,PR04,2025-03-19,11312,452.48,Yes,No,Success
T00656,C077,P02,PR04,2025-04-28,12881,515.24,Yes,No,Success
T00657,C459,P16,PR04,2025-01-21,8103,324.12,Yes,No,Success
T00658,C434,P05,PR04,2025-03-05,7872,314.88,Yes,Yes,Success
T00659,C261,P09,PR06,2025-10-16,49647,1737.65,No,No,Success
T00660,C393,P19,PR08,2025-04-03,34972,699.44,Yes,Yes,Success
T00661,C014,P10,PR05,2025-12-15,22038,440.76,No,Yes,Success
T00662,C429,P11,PR07,2025-03-20,7451,111.77,Yes,No,Success
T00663,C490,P09,PR04,2025-11-01,41679,1667.16,No,No,Success
T00664,C167,P19,PR05,2025-03-08,30194,603.88,Yes,Yes,Success
T00665,C381,P03,PR02,2025-10-08,4139,103.48,No,No,Success
T00666,C046,P01,PR01,2025-04-17,26643,799.29,Yes,No,Success
T00667,C079,P04,PR05,2025-06-02,43364,867.28,Yes,No,Success
T00668,C309,P05,PR02,2025-07-03,45389,1134.73,No,No,Success
T00669,C244,P09,PR04,2025-10-16,25933,1037.32,No,Yes,Success
T00670,C223,P14,PR03,2025-02-17,12713,635.65,Yes,No,Success
T00671,C366,P05,PR02,2025-09-11,45473,1136.83,Yes,No,Success
T00672,C465,P16,PR04,2025-06-03,5689,227.56,Yes,Yes,Failed
T00673,C219,P10,PR06,2025-10-19,34781,1217.34,Yes,Yes,Success
T00674,C212,P04,PR01,2025-08-26,28347,850.41,No,No,Success
T00675,C394,P17,PR02,2025-01-09,5858,146.45,Yes,No,Success
T00676,C024,P03,PR01,2025-08-02,26252,787.56,No,No,Success
T00677,C231,P20,PR04,2025-05-16,44426,1777.04,Yes,No,Success
T00678,C383,P20,PR02,2025-05-13,5626,140.65,No,Yes,Success
T00679,C007,P06,PR01,2025-12-02,8146,244.38,Yes,No,Failed
T00680,C372,P16,PR07,2025-06-05,39945,599.17,No,No,Success
T00681,C346,P13,PR05,2025-06-04,45739,914.78,Yes,Yes,Success
T00682,C497,P07,PR06,2025-01-14,46115,1614.03,Yes,No,Success
T00683,C440,P18,PR04,2025-04-08,41529,1661.16,Yes,No,Success
T00684,C086,P05,PR04,2025-12-26,8132,325.28,Yes,No,Success
T00685,C104,P10,PR04,2025-10-19,16400,656.0,No,No,Success
T00686,C222,P14,PR01,2025-09-11,47233,1416.99,No,No,Success
T00687,C205,P16,PR02,2025-09-20,32448,811.2,Yes,No,Success
T00688,C119,P02,PR06,2025-09-28,32475,1136.62,Yes,No,Success
T00689,C214,P16,PR02,2025-03-01,42987,1074.67,Yes,No,Success
T00690,C083,P10,PR05,2025-04-09,1863,37.26,Yes,No,Success
T00691,C174,P20,PR05,2025-12-03,45390,907.8,Yes,No,Success
T00692,C427,P12,PR03,2025-08-30,27819,1390.95,No,No,Success
T00693,C045,P16,PR02,2025-03-08,49603,1240.08,Yes,Yes,Success
T00694,C156,P08,PR05,2025-04-18,32856,657.12,Yes,No,Success
T00695,C082,P06,PR02,2025-09-15,44863,1121.58,Yes,Yes,Success
T00696,C288,P08,PR05,2025-09-07,8409,168.18,Yes,No,Success
T00697,C137,P05,PR01,2025-12-20,37005,1110.15,No,No,Success
T00698,C410,P15,PR01,2025-02-26,29193,875.79,No,No,Success
T00699,C422,P18,PR06,2025-01-22,7176,251.16,Yes,Yes,Success
T00700,C081,P10,PR02,2025-12-29,24200,605.0,Yes,No,Success
T00701,C187,P11,PR01,2025-03-12,42907,1287.21,Yes,Yes,Pending
T00702,C126,P16,PR05,2025-06-24,931,18.62,Yes,Yes,Success
T00703,C185,P08,PR05,2025-03-19,27698,553.96,No,No,Success
T00704,C212,P14,PR01,2025-08-23,28603,858.09,No,No,Success
T00705,C075,P01,PR07,2025-09-22,29504,442.56,No,Yes,Success
T00706,C223,P02,PR08,2025-07-21,11269,225.38,No,No,Success
T00707,C324,P17,PR06,2025-06-01,4288,150.08,Yes,No,Success
T00708,C381,P11,PR06,2025-06-26,47787,1672.55,Yes,No,Success
T00709,C207,P15,PR07,2025-11-26,46394,695.91,Yes,No,Success
T00710,C177,P13,PR05,2025-04-12,46209,924.18,No,Yes,Success
T00711,C379,P05,PR03,2025-09-24,47612,2380.6,No,No,Success
T00712,C175,P06,PR05,2025-01-12,34666,693.32,Yes,No,Success
T00713,C372,P14,PR02,2025-09-16,20419,510.48,Yes,Yes,Success
T00714,C064,P02,PR05,2025-11-30,23730,474.6,No,No,Success
T00715,C121,P19,PR01,2025-10-17,22715,681.45,No,No,Success
T00716,C180,P10,PR06,2025-05-26,15824,553.84,No,No,Success
T00717,C267,P08,PR01,2025-02-23,25250,757.5,Yes,No,Success
T00718,C076,P14,PR03,2025-07-30,6921,346.05,Yes,Yes,Failed
T00719,C040,P12,PR04,2025-12-13,29739,1189.56,Yes,No,Success
T00720,C300,P16,PR03,2025-11-22,17781,889.05,Yes,No,Failed
T00721,C422,P06,PR04,2025-03-15,27823,1112.92,Yes,No,Success
T00722,C442,P17,PR07,2025-03-02,34132,511.98,No,No,Success
T00723,C190,P04,PR01,2025-11-05,37136,1114.08,No,Yes,Success
T00724,C079,P04,PR02,2025-07-10,34760,869.0,Yes,No,Success
T00725,C073,P19,PR01,2025-08-04,9863,295.89,Yes,No,Failed
T00726,C251,P01,PR02,2025-03-04,48974,1224.35,Yes,Yes,Success
T00727,C290,P15,PR04,2025-06-22,20796,831.84,No,No,Success
T00728,C259,P15,PR05,2025-08-19,9578,191.56,No,Yes,Success
T00729,C341,P20,PR01,2025-07-29,41444,1243.32,Yes,No,Success
T00730,C456,P15,PR01,2025-05-23,44438,1333.14,No,No,Success
T00731,C159,P18,PR05,2025-11-27,46860,937.2,Yes,No,Success
T00732,C388,P02,PR05,2025-10-19,38304,766.08,Yes,No,Success
T00733,C480,P18,PR01,2025-04-03,43639,1309.17,No,No,Success
T00734,C228,P03,PR06,2025-10-01,38481,1346.84,No,No,Success
T00735,C175,P14,PR06,2025-04-03,2024,70.84,Yes,No,Success
T00736,C051,P18,PR02,2025-03-28,8013,200.33,Yes,Yes,Success
T00737,C348,P06,PR01,2025-01-31,27191,815.73,No,No,Success
T00738,C051,P11,PR01,2025-03-14,26055,781.65,Yes,No,Success
T00739,C027,P07,PR06,2025-05-03,8427,294.95,No,No,Success
T00740,C487,P04,PR05,2025-05-18,25734,514.68,Yes,No,Success
T00741,C325,P08,PR04,2025-01-10,27205,1088.2,Yes,No,Success
T00742,C334,P05,PR02,2025-06-05,36853,921.33,Yes,No,Success
T00743,C192,P18,PR05,2025-03-28,9830,196.6,No,No,Success
T00744,C022,P01,PR06,2025-08-26,30105,1053.68,No,No,Success
T00745,C478,P16,PR01,2025-05-20,4443,133.29,Yes,No,Success
T00746,C109,P19,PR03,2025-09-19,41932,2096.6,Yes,Yes,Success
T00747,C203,P04,PR01,2025-03-13,6379,191.37,No,No,Failed
T00748,C491,P11,PR02,2025-12-16,33583,839.58,No,No,Pending
T00749,C126,P11,PR05,2025-06-24,18392,367.84,Yes,No,Success
T00750,C331,P01,PR06,2025-11-08,9263,324.21,Yes,No,Success
T00751,C361,P16,PR03,2025-07-21,46145,2307.25,Yes,No,Success
